datetime,count
2011-01-20 00:00:00,19.356549738209438
2011-01-20 01:00:00,21.26903539042332
2011-01-20 02:00:00,23.370480408815133
2011-01-20 03:00:00,25.67955455021421
2011-01-20 04:00:00,28.216772199885664
2011-01-20 05:00:00,28.573665377514565
2011-01-20 06:00:00,30.31109790407737
2011-01-20 07:00:00,35.29741299447973
2011-01-20 08:00:00,38.78490414477265
2011-01-20 09:00:00,45.708768389019596
2011-01-20 10:00:00,54.49800308470523
2011-01-20 11:00:00,64.22696292775561
2011-01-20 12:00:00,75.69273245685207
2011-01-20 13:00:00,77.54558529911122
2011-01-20 14:00:00,88.25941764043843
2011-01-20 15:00:00,100.45349160990361
2011-01-20 16:00:00,101.72405386878316
2011-01-20 17:00:00,111.77469802490826
2011-01-20 18:00:00,105.53224490760064
2011-01-20 19:00:00,115.95914985509246
2011-01-20 20:00:00,121.63198050556566
2011-01-20 21:00:00,129.0278590674712
2011-01-20 22:00:00,133.7771606938491
2011-01-20 23:00:00,146.99474873929816
2011-01-21 00:00:00,15.882687761308297
2011-01-21 01:00:00,17.45194534455076
2011-01-21 02:00:00,16.633002015062786
2011-01-21 03:00:00,16.648878731107988
2011-01-21 04:00:00,18.347065644312625
2011-01-21 05:00:00,28.573665377514565
2011-01-21 06:00:00,32.123512783537144
2011-01-21 07:00:00,35.69733818580848
2011-01-21 08:00:00,41.0896810458644
2011-01-21 09:00:00,43.0998268803797
2011-01-21 10:00:00,49.610369558333666
2011-01-21 11:00:00,60.539952667956996
2011-01-21 12:00:00,78.26755004632479
2011-01-21 13:00:00,89.01907723806086
2011-01-21 14:00:00,93.37397420362132
2011-01-21 15:00:00,94.52205407742211
2011-01-21 16:00:00,103.86111887387258
2011-01-21 17:00:00,107.64656213456695
2011-01-21 18:00:00,111.56997406761229
2011-01-21 19:00:00,122.59342491541412
2011-01-21 20:00:00,125.59434149517033
2011-01-21 21:00:00,125.71422518754272
2011-01-21 22:00:00,128.79153461858917
2011-01-21 23:00:00,146.53453210969022
2011-01-22 00:00:00,14.934458537296369
2011-01-22 01:00:00,17.190417243326905
2011-01-22 02:00:00,18.888882454228373
2011-01-22 03:00:00,20.7551611644655
2011-01-22 04:00:00,20.29793767394797
2011-01-22 06:00:00,25.672531603938975
2011-01-22 07:00:00,28.209055365279628
2011-01-22 08:00:00,30.996195345196046
2011-01-22 09:00:00,36.52962267705708
2011-01-22 10:00:00,40.13885987043724
2011-01-22 11:00:00,47.304431702828005
2011-01-22 12:00:00,51.978252613132376
2011-01-22 13:00:00,61.257387696285775
2011-01-22 14:00:00,71.35936831656272
2011-01-22 15:00:00,86.07486281703528
2011-01-22 16:00:00,94.57931957096325
2011-01-22 17:00:00,103.9240423713579
2011-01-22 18:00:00,98.12003686986483
2011-01-22 19:00:00,107.8145932472284
2011-01-22 20:00:00,101.82877882674943
2011-01-22 21:00:00,117.21075732600146
2011-01-22 22:00:00,117.36352289297986
2011-01-22 23:00:00,113.45265646133221
2011-01-23 00:00:00,12.991467469519103
2011-01-23 01:00:00,14.27506374430423
2011-01-23 02:00:00,14.288689735174083
2011-01-23 03:00:00,15.700455492865569
2011-01-23 05:00:00,20.809298519599686
2011-01-23 06:00:00,22.865320144817865
2011-01-23 07:00:00,26.645331408729184
2011-01-23 08:00:00,26.982348588726666
2011-01-23 09:00:00,34.90776486747831
2011-01-23 10:00:00,45.16108166181903
2011-01-23 11:00:00,51.38270920119159
2011-01-23 12:00:00,62.70275369212591
2011-01-23 13:00:00,69.67860018336415
2011-01-23 14:00:00,84.04749220116155
2011-01-23 15:00:00,92.35163860706686
2011-01-23 16:00:00,103.86111887387258
2011-01-23 17:00:00,110.17643347536138
2011-01-23 18:00:00,111.56997406761229
2011-01-23 19:00:00,122.59342491541412
2011-01-23 20:00:00,121.29342384402463
2011-01-23 21:00:00,133.27758093539336
2011-01-23 22:00:00,138.13517082103868
2011-01-23 23:00:00,141.51652773027175
2011-01-24 00:00:00,16.205062303091488
2011-01-24 01:00:00,16.410028205571585
2011-01-24 03:00:00,19.81294434562235
2011-01-24 04:00:00,20.29793767394797
2011-01-24 05:00:00,22.303435301158267
2011-01-24 06:00:00,24.507082158962973
2011-01-24 07:00:00,26.92845599058772
2011-01-24 08:00:00,30.295014130802613
2011-01-24 09:00:00,37.83809989998883
2011-01-24 10:00:00,44.093356459752115
2011-01-24 11:00:00,46.250444919952976
2011-01-24 12:00:00,55.14383735883134
2011-01-24 13:00:00,62.03784326128442
2011-01-24 14:00:00,65.8330110885691
2011-01-24 15:00:00,80.33657904129771
2011-01-24 16:00:00,81.38104684453724
2011-01-24 17:00:00,83.37314171359063
2011-01-24 18:00:00,82.51778459966984
2011-01-24 19:00:00,96.09233989548966
2011-01-24 20:00:00,99.62933965233644
2011-01-24 21:00:00,104.50330063232347
2011-01-24 22:00:00,114.82854277368457
2011-01-24 23:00:00,129.1842475916243
2011-01-25 00:00:00,13.958274603511596
2011-01-25 01:00:00,15.337394346953367
2011-01-25 02:00:00,16.852775291781185
2011-01-25 04:00:00,18.53555634772204
2011-01-25 05:00:00,20.36692537010751
2011-01-25 06:00:00,23.180855046206766
2011-01-25 07:00:00,25.471193628315092
2011-01-25 08:00:00,27.9878245887778
2011-01-25 09:00:00,37.059536371768594
2011-01-25 10:00:00,44.18562999373152
2011-01-25 11:00:00,50.290393144628545
2011-01-25 12:00:00,59.96061800224307
2011-01-25 13:00:00,65.88490839376897
2011-01-25 14:00:00,88.25941764043843
2011-01-25 15:00:00,104.01545054792344
2011-01-25 16:00:00,114.29249162558956
2011-01-25 17:00:00,117.09021290058872
2011-01-25 18:00:00,122.81837621881702
2011-01-25 19:00:00,104.44954903487174
2011-01-25 20:00:00,110.80064335477688
2011-01-25 21:00:00,121.74808200154058
2011-01-25 22:00:00,130.6598374631232
2011-01-25 23:00:00,143.5694245459673
2011-01-26 00:00:00,15.512583692213866
2011-01-26 01:00:00,18.495462986771425
2011-01-26 02:00:00,17.21678842827994
2011-01-26 05:00:00,18.099847394750448
2011-01-26 06:00:00,19.888167054911282
